Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,Asin,Isbn 10,Isbn 13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads
146,"Jack Blank and Imagine Nation: Jack Blank Trilogy, Book 1",Jack Blank and Imagine Nation,Jack Blank Adventure Series (book 1),1,"A boy survives an attack by a robot-zombie and is smuggled away to a secret island full of aliens, super heroes - and the answers to his mysterious past....",Matt Myklusch,Norbert Leo Butz,"Children's Audiobooks, Family Life, Action & Adventure",Children's Audiobooks > Literature & Fiction,Children's Audiobooks,Literature & Fiction,9h 32m,,2010-08-03,Simon & Schuster Audio,,4.4,158,,Unabridged Audiobook,English,available,,,,,,,B003XK21D8,,,"<p>A boy survives an attack by a robot-zombie and is smuggled away to a secret island full of aliens, super heroes - and the answers to his mysterious past.</p> <p>Matt Myklusch's <i>Jack Blank and the Imagination Nation</i> combines action, humor, adventue, heroes, villains, and superpowers for a knockout epic story.</p>","Jack Blank and the Secret War, Order of the Majestic, Dragonwatch, Jake's Magical Market, The Lightning Thief, Slathbog's Gold, Sky Raiders, The Candy Shop War, Harry Potter and the Sorcerer's Stone, Book 1, The Ruins of Gorlan, Seven Wonders, Book 1: The Colossus Rises, The Traitor's Son, The Horse and His Boy, The Revenge of Magic, The Fire Within, Hatchet, Forging Hephaestus, Escape from Mr. Lemoncello's Library",https://audible.com/pd/B003XK21D8?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/sans/003965/bk_sans_003965_sample.mp3,https://www.audible.com/webplayer?asin=B003XK21D8,https://m.media-amazon.com/images/I/51BVc7eaxML._SL500_.jpg,https://www.goodreads.com/search?q=Matt%20Myklusch%20-%20Jack%20Blank%20and%20Imagine%20Nation
145,"Forever: The World of Nightwalkers, Book 2",Forever,The World of Nightwalkers (book 2),2,"After being brought back from death, police officer Jackson Waverly receives the shock of his life: He has become host to a Bodywalker, a spirit that is reborn in flesh and blood....",Jacquelyn Frank,Xe Sands,"Classics, Fantasy, Paranormal",Literature & Fiction > Classics,Literature & Fiction,Classics,8h 56m,,2013-05-28,Tantor Audio,,4.4,491,,Unabridged Audiobook,English,available,,,,true,,,B00CD8XNCY,,,"<p>After being brought back from death, police officer Jackson Waverly receives the shock of his life: He has become host to a Bodywalker, a spirit that is reborn in flesh and blood, and part of a proud, ancient race that uses its extraordinary gifts to battle dark, evil forces. Jackson's spirit is a powerful one-none other than the Egyptian pharaoh Menes, who longs to reunite with his eternal love, the Egyptian queen Hatshepsut. </p> <p>While Menes is obsessed with finding the perfect vessel for his queen, Jackson cannot stop thinking about Dr. Marissa Anderson, the gorgeous precinct shrink who keeps pushing him to confront his grief over the loss of his K-9 partner. But what Marissa really arouses most in Jackson is intense desire, which is exactly what Menes is looking for. To fight a great enemy, pharaoh and queen must join; but to host Hatshepsut, Marissa will first have to die. </p> <p>Fate has given Jackson a profound choice: Save Marissa from Menes's plan or keep an entire species from the brink of extinction.</p>","Forsaken, Ecstasy, Jacob, Hunting Julian, The Lasaran, Darkness Dawns, Drink of Me, Seduce Me in Dreams, Fated, Hunter, Dangerous, Dragon Unbound, The Last Shifter, Dark Tarot, The Warlord, First Drop of Crimson, Born in Fire, Wicked All Night",https://audible.com/pd/B00CD8XNCY?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tant/003027/bk_tant_003027_sample.mp3,https://www.audible.com/webplayer?asin=B00CD8XNCY,https://m.media-amazon.com/images/I/51bwjnIaoML._SL500_.jpg,https://www.goodreads.com/search?q=Jacquelyn%20Frank%20-%20Forever
144,The False Prince,The False Prince,Ascendance (book 1),1,"In a discontented kingdom, civil war is brewing. To unify the divided people, Conner, a nobleman of the court, devises a cunning plan to find an impersonator of the king's long-lost son and install him as a puppet prince. Four orphans are recruited to compete for the role....",Jennifer A. Nielsen,Charlie McWade,Action & Adventure,Teen & Young Adult > Science Fiction & Fantasy,Teen & Young Adult,Science Fiction & Fantasy,8h 14m,,2012-04-01,Scholastic Audio,,4.5,1631,,Unabridged Audiobook,English,owned,,,,true,,,B0070YJS4I,,,"<p>In a discontented kingdom, civil war is brewing. To unify the divided people, Conner, a nobleman of the court, devises a cunning plan to find an impersonator of the king's long-lost son and install him as a puppet prince. Four orphans are recruited to compete for the role, including a defiant boy named Sage. Sage knows that Conner's motives are more than questionable, yet his life balances on a sword's point - he must be chosen to play the prince or he will certainly be killed. But Sage's rivals have their own agendas as well.</p> <p>As Sage moves from a rundown orphanage to Conner's sumptuous palace, layer upon layer of treachery and deceit unfold, until finally a truth is revealed that, in the end, may very well prove more dangerous than all of the lies taken together.</p> <p>An extraordinary adventure filled with danger and action, lies and deadly truths that will have listeners clinging to the edges of their seats.</p> <p>And don't miss the highly anticipated fourth book in the series, <i>The Captive Kingdom</i>, coming October 2020!&nbsp;</p>","Mark of the Thief, Book 1, The Lightning Thief, Harry Potter and the Sorcerer's Stone, Book 1, Dragonwatch, Words on Fire, The Traitor's Game, A Night Divided, Resistance, The Scourge, Rescue, The Ruins of Gorlan, The Royal Ranger: A New Beginning, The Hunger Games: Special Edition, The Candy Shop War, The Outcasts, The Crown Tower, Peter and the Starcatchers, Magyk",https://audible.com/pd/B0070YJS4I?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/schc/000361/bk_schc_000361_sample.mp3,https://www.audible.com/webplayer?asin=B0070YJS4I,https://m.media-amazon.com/images/I/61KdlIEJlJL._SL500_.jpg,https://www.goodreads.com/search?q=Jennifer%20A.%20Nielsen%20-%20The%20False%20Prince
143,Legend,Legend,Legend (book 1),1,"What was once the Western United States is now home to the Republic, a nation perpetually at war with its neighbors. Born into an elite family in one of the Republic's wealthiest districts, 15-year-old June is a prodigy being groomed for success in the Republic's highest military circles....",Marie Lu,"Mariel Stern, Steven Kaplan","Action & Adventure, Children's Audiobooks, Law & Crime, Dystopian, Fantasy, Homelessness, Runaways & Poverty, Thrillers & Suspense",Children's Audiobooks > Action & Adventure,Children's Audiobooks,Action & Adventure,7h 48m,,2011-11-29,Listening Library,,4.4,4847,,Unabridged Audiobook,English,available,,,,true,,,B006BCXJ90,,,"<p>A <i>New York Times</i> best seller!</p> <p>What was once the Western United States is now home to the Republic, a nation perpetually at war with its neighbors. Born into an elite family in one of the Republic's wealthiest districts, 15-year-old June is a prodigy being groomed for success in the Republic's highest military circles. Born into the slums, 15-year-old Day is the country's most wanted criminal. But his motives may not be as malicious as they seem.</p> <p>From very different worlds, June and Day have no reason to cross paths - until the day June's brother, Metias, is murdered and Day becomes the prime suspect. Caught in the ultimate game of cat and mouse, Day is in a race for his family's survival, while June seeks to avenge Metias's death. But in a shocking turn of events, the two uncover the truth of what has really brought them together, and the sinister lengths their country will go to keep its secrets.</p> <p>Full of nonstop action, suspense, and romance, this novel is sure to move readers as much as it thrills.</p>","Prodigy, The Young Elites, Skyhunter, Red Queen, Recruitment, The 5th Wave, An Ember in the Ashes, The Selection, Six of Crows, Warcross, Matched, The Ballad of Songbirds and Snakes, The Darkest Minds, The Testing, Delirium, Shatter Me, Inheritance Games, Ready Player One",https://audible.com/pd/B006BCXJ90?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/peng/001815/bk_peng_001815_sample.mp3,https://www.audible.com/webplayer?asin=B006BCXJ90,https://m.media-amazon.com/images/I/51ei8M8j8gL._SL500_.jpg,https://www.goodreads.com/search?q=Marie%20Lu%20-%20Legend
142,"The Unwanteds: Unwanteds Series, Book 1",The Unwanteds,The Unwanteds (book 1),1,"When Alex finds out he is Unwanted, he expects to die. That is the way of the people of Quill: Each year all the 13-year-olds are labeled as Wanted, Necessary, or Unwanted....",Lisa McMann,Simon Jones,"Children's Audiobooks, Family Life, Action & Adventure, Dystopian",Children's Audiobooks > Literature & Fiction,Children's Audiobooks,Literature & Fiction,7h 20m,,2011-08-30,Simon & Schuster Audio,,4.4,1426,,Unabridged Audiobook,English,,,,,true,,,B005HJJVEU,,,"<p>The <i>New York Times</i> best-selling author of the Wake trilogy makes her middle-grade dystopian fantasy debut! </p> <p>When Alex finds out he is Unwanted, he expects to die. That is the way of the people of Quill: Each year all the 13-year-olds are labeled as Wanted, Necessary, or Unwanted. Wanteds get more schooling and train to join the army. Necessaries keep the farms running. Unwanteds are set for elimination. </p> <p>It’s hard for Alex to leave behind his twin, Aaron, a Wanted, but he makes peace with his fate - until he discovers that instead of a “death farm”, what awaits him is a magical place called Artime. There, Alex and his fellow Unwanteds are encouraged to cultivate their creative abilities and use them magically. Everything Alex has ever known changes before his eyes, and it’s a wondrous transformation. </p> <p>But it’s a rare, unique occurrence for twins to be divided between Wanted and Unwanted, and as Alex and Aaron’s bond stretches across their separation, a threat arises for the survival of Artime that will pit brother against brother in an ultimate, magical battle.</p>","Island of Silence, Sky Raiders, Keeper of the Lost Cities, Dragon Captives, Dragonwatch, The Chosen One, The Revenge of Magic, The Hunger Games: Special Edition, Going Wild, Slathbog's Gold, The Amulet of Samarkand: The Bartimaeus Trilogy, Book 1, Harry Potter and the Sorcerer's Stone, Book 1, Arlo Finch in the Valley of Fire, The Lion, the Witch, and the Wardrobe, The Eternity Elixir, Story Thieves, Steelheart, Alice in Wonderland",https://audible.com/pd/B005HJJVEU?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/sans/005603/bk_sans_005603_sample.mp3,https://www.audible.com/webplayer?asin=B005HJJVEU,https://m.media-amazon.com/images/I/61ZoBFSlkBL._SL500_.jpg,https://www.goodreads.com/search?q=Lisa%20McMann%20-%20The%20Unwanteds
141,WARP Book 1: The Reluctant Assassin,WARP Book 1: The Reluctant Assassin,WARP (book 1),1,"Riley, a teen orphan boy living in Victorian London, has had the misfortune of being apprenticed to Albert Garrick, an illusionist who has fallen on difficult times and now uses his unique conjuring skills to gain access to victims' dwellings....",Eoin Colfer,Maxwell Caulfield,"Crime, Action & Adventure, Time Travel","Teen & Young Adult > Mystery, Thriller & Suspense",Teen & Young Adult,"Mystery, Thriller & Suspense","9h 29m ",9h 27m left,2013-05-07,Listening Library,,4.1,359,,Unabridged Audiobook,English,available,,,,true,,,B00C5JPXDI,,,"<p>Riley, a teen orphan boy living in Victorian London, has had the misfortune of being apprenticed to Albert Garrick, an illusionist who has fallen on difficult times and now uses his unique conjuring skills to gain access to victims' dwellings. On one such escapade, Garrick brings his reluctant apprentice along and urges him to commit his first killing. Riley is saved from having to commit the grisly act when the intended victim turns out to be a scientist from the future, part of the FBI's Witness Anonymous Relocation Program (WARP). Riley is unwittingly transported via wormhole to modern-day London, followed closely by Garrick. </p> <p>In modern London, Riley is helped by Chevron Savano, a 19-year-old FBI agent sent to London as punishment after a disastrous undercover, anti-terrorist operation in Los Angeles. Together Riley and Chevie must evade Garrick, who has been fundamentally altered by his trip through the wormhole. Garrick is now not only evil, but he also possesses all of the scientist's knowledge. He is determined to track Riley down and use the timekey in Chevie's possession to make his way back to Victorian London where he can literally change the world.</p>","Highfire, The Supernaturalist, Half Moon Investigations, Airman, Iron Man: The Gauntlet, Dragonwatch, Artemis Begins, The Trials of Apollo, Book One: The Hidden Oracle, Magic Required, Artemis, Leven Thumps and the Gateway to Foo, The Ickabog, The Storm Runner, Elizabeth's Legacy, Six of Crows, The Cursed Carnival and Other Calamities, Steelheart, 14",https://audible.com/pd/B00C5JPXDI?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/lili/001595/bk_lili_001595_sample.mp3,https://www.audible.com/webplayer?asin=B00C5JPXDI,https://m.media-amazon.com/images/I/51pP4ZLFP3L._SL500_.jpg,https://www.goodreads.com/search?q=Eoin%20Colfer%20-%20WARP%20Book%201%3A%20The%20Reluctant%20Assassin
140,"Discount Armageddon: InCryptid, Book 1",Discount Armageddon,InCryptid (book 1),1,Ghoulies. Ghosties. Long-legged beasties. Things that go bump in the night....,Seanan McGuire,Emily Bauer,"Classics, Contemporary, Paranormal, Urban",Literature & Fiction > Classics,Literature & Fiction,Classics,"11h 20m ",Finished,2012-11-20,Audible Studios,,4.2,1815,,Unabridged Audiobook,English,available,,,,true,,,B00A4FS7YM,,,"<p>Ghoulies. Ghosties. Long-legged beasties. Things that go bump in the night.... </p> <p>The Price family has spent generations studying the monsters of the world, working to protect them from humanity - and humanity from them. Enter Verity Price. Despite being trained from birth as a cryptozoologist, she'd rather dance a tango than tangle with a demon, and is spending a year in Manhattan while she pursues her career in professional ballroom dance. Sounds pretty simple, right? It would be, if it weren't for the talking mice, the telepathic mathematicians, the asbestos supermodels, and the trained monster-hunter sent by the Price family's old enemies, the Covenant of St. George. </p> <p>When a Price girl meets a Covenant boy, high stakes, high heels, and a lot of collateral damage are almost guaranteed. To complicate matters further, local cryptids are disappearing, strange lizard-men are appearing in the sewers, and someone's spreading rumors about a dragon sleeping underneath the city....</p>","Midnight Blue-Light Special, The Unlikeable Demon Hunter, Masques, Midnight Curse, Bookworm, Deal with the Devil, Rosemary and Rue, Don’t Rush Me, On the Edge, Indexing, Middlegame, Sparrow Hill Road, Storm Front, Magic Lost, Trouble Found, Nice Dragons Finish Last, God Touched, Dead Witch Walking, Hard Magic",https://audible.com/pd/B00A4FS7YM?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/adbl/005779/bk_adbl_005779_sample.mp3,https://www.audible.com/webplayer?asin=B00A4FS7YM,https://m.media-amazon.com/images/I/51X2R50cVmL._SL500_.jpg,https://www.goodreads.com/search?q=Seanan%20McGuire%20-%20Discount%20Armageddon
139,"Sex, Lies, and Vampires","Sex, Lies, and Vampires",Dark Ones (book 3),3,Are you responsible for lifting a centuries-old curse from the sexiest vampire you’ve ever seen....,Katie MacAlister,Hillary Huber,"Literature & Fiction, Paranormal",Erotica > Literature & Fiction,Erotica,Literature & Fiction,10h 4m,,2013-01-29,HarperAudio,,4.4,221,,Unabridged Audiobook,English,available,,,,true,,,B00B2854T6,,,"<p>Are you responsible for lifting a centuries-old curse from the sexiest vampire you’ve ever seen? </p> <p>Does a demon lord want to destroy you? </p> <p>Have you somehow inadvertently bound several mummies to your soul? </p> <p>Are you the last hope for a lost little boy? </p> <p>If you’ve answered “yes” to any of the above . . . you’re in big trouble! </p> <p>Those are a few of the problems facing Nell Harris, a real charmer - no, really . . . a real Charmer - once she hooks up with Adrian Tomas. A devastatingly hot Dark One who’s earned the unfortunate title “the Betrayer” for selling out his own kind to a very nasty demon, Adrian needs Nell in the worst way. Though she’d be way better off keeping her distance, Nell can’t help but find this tormented, undead Betrayer dude just a little too tempting. And this time her penchant for bad boys might cost her more than her heart . . . but her immortal soul as well!</p>","Even Vampires Get the Blues, You Slay Me, Memoirs of a Dragon Hunter, Dragon Fall, Playing with Fire, The Undead in My Bed, Love in the Time of Dragons, The Corset Diaries, Noble Intentions, How To Marry a Millionaire Vampire, Halfway to the Grave, Sucks to Be Me, It’s a Wonderful Midlife Crisis, The Vow, Fantasy Lover, Magical Midlife Madness, Guild Boss, A Ruin of Roses",https://audible.com/pd/B00B2854T6?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/harp/003262/bk_harp_003262_sample.mp3,https://www.audible.com/webplayer?asin=B00B2854T6,https://m.media-amazon.com/images/I/512jzPAqghL._SL500_.jpg,https://www.goodreads.com/search?q=Katie%20MacAlister%20-%20Sex%2C%20Lies%2C%20and%20Vampires
138,Sex and the Single Vampire,Sex and the Single Vampire,Dark Ones (book 2),2,It's not easy finding love when you're nine hundred years old . . . And undead....,Katie MacAlister,Cassandra Campbell,"Literature & Fiction, Paranormal",Erotica > Literature & Fiction,Erotica,Literature & Fiction,"11h 12m ",4h 1m left,2013-01-29,HarperAudio,,4.3,322,,Unabridged Audiobook,English,available,,,,true,,,B00B2859NM,,,"<p></p>It's not easy finding love when you're nine hundred years old . . . And undead <p></p> <p>Romance novelist Christian Dante is sexy and arrogant, a true alpha male. He's also a Dark One (aka vampire), doomed to spend eternity cruising the singles scene in search of the one woman who can redeem his soul. But finally he's found the love that Fate has chosen for him. Too bad she sees dead people and likes to play with demons. </p> <p>Allie Telford is a Summoner - and she needs to rustle up a ghost pretty darn quick or her paranormal career will be over. Luckily, she's just stumbled upon a naked and unquestionably hot specter in a haunted hotel . . . who looks disturbingly like the tall, dark, handsome fantasy man who's been coming to Allie in her dreams. But it seems he's no phantom after all - he's a real flesh-and-blood- fed immortal who's determined to make Allie his lover for forever . . . or longer. </p> <p>Which may not be a totally bad thing . . .</p>","You Slay Me, Dragon Fall, Memoirs of a Dragon Hunter, The Undead in My Bed, Playing with Fire, Love in the Time of Dragons, Hard Day's Knight, It's All Greek to Me, Halfway to the Grave, I Dream of Twila, How To Marry a Millionaire Vampire, It’s a Wonderful Midlife Crisis, First Drop of Crimson, Sucks to Be Me, A Ruin of Roses, Heart of Evil, Magical Midlife Madness, Claimed",https://audible.com/pd/B00B2859NM?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/harp/003261/bk_harp_003261_sample.mp3,https://www.audible.com/webplayer?asin=B00B2859NM,https://m.media-amazon.com/images/I/513qXeXEeHL._SL500_.jpg,https://www.goodreads.com/search?q=Katie%20MacAlister%20-%20Sex%20and%20the%20Single%20Vampire
137,"Dark Desires After Dusk: Immortals After Dark, Book 6","Dark Desires After Dusk: Immortals After Dark, Book 6",Immortals After Dark (book 6),6,RITA Award-winning author Kresley Cole continues her bestselling Immortals After Dark series with this electrifying tale of a ruthless demon mercenary and the lovely young halfling who enchants him....,Kresley Cole,Robert Petkoff,"Fantasy, Paranormal",Romance > Fantasy,Romance,Fantasy,"10h 50m ",Finished,2013-02-05,Simon & Schuster Audio,,4.7,2792,,Unabridged Audiobook,English,available,,,,true,,,B00B4ENWR4,,,"<p><b>RITA Award-winning author Kresley Cole continues her bestselling Immortals After Dark series with this electrifying tale of a ruthless demon mercenary and the lovely young halfling who enchants him. </b></p> <p><b>A seductive beauty he can never have, yet can't resist.... </b></p> <p>Cadeon Woede will stop at nothing to atone for the one wrong that will haunt him forever. But once he secures the key to his redemption, the halfling Holly Ashwin, Cade finds that the woman he thought he could use for his own ends and then forget haunts him as much as his past. </p> <p><b>A tormented warrior she should fear, but can't deny.... </b></p> <p>Raised as a human, Holly never knew that some frightening legends are real until she encounters a brutal demon who inexplicably guards her like a treasure. Thrust into a sensual new world of myth and power, with him as her protector, she begins to crave the demon's wicked touch. </p> <p><b>Surrender to dark desires.... </b></p> <p>Yet just when he earns Holly's trust, will Cade be forced to betray the only woman who can sate his wildest needs - and claim his heart?</p>","Poison Princess, The Darkest Night, A Ruin of Roses, Halfway to the Grave, First Drop of Crimson, Rejected, The Warlord, Night Pleasures, Playing with Monsters, Wicked Nights, Shades of Wicked, Storm Front, Heartless, Bulletproof Damsel, Blood Kiss, Moon Called, Nice Dragons Finish Last, Skinwalker",https://audible.com/pd/B00B4ENWR4?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/sans/006271/bk_sans_006271_sample.mp3,https://www.audible.com/webplayer?asin=B00B4ENWR4,https://m.media-amazon.com/images/I/51x5X3CcDeL._SL500_.jpg,https://www.goodreads.com/search?q=Kresley%20Cole%20-%20Dark%20Desires%20After%20Dusk%3A%20Immortals%20After%20Dark%2C%20Book%206
136,The Maelstrom: Book Four of The Tapestry,The Maelstrom: Book Four of The Tapestry,The Tapestry (book 4),4,"Astaroth has been weakened, and the demon Prusias is taking full advantage of the situation to create an empire of his own....",Henry H. Neff,Jeff Woodman,"Fairy Tales, Folk Tales & Myths, Action & Adventure, Fantasy","Children's Audiobooks > Fairy Tales, Folk Tales & Myths",Children's Audiobooks,"Fairy Tales, Folk Tales & Myths",15h,,2013-01-08,Recorded Books,,4.8,182,,Unabridged Audiobook,English,available,,,,,,,B00AYGYEU2,,,"<p><b>The world is at the brink of ruin...or is it salvation? </b></p> <p>Astaroth has been weakened, and the demon Prusias is taking full advantage of the situation to create an empire of his own. His formidable armies are on the move, and Rowan is in their sights. Rowan must rely on Max McDaniels and David Menlo and hope that their combined powers can stop Prusias's war machine before it's too late. But even as perils loom, danger stalks their every move. Someone has marked Max for death and no one is above suspicion. Should the assassins succeed, Rowan's fate may depend on little Mina whose abilities are prodigious but largely untested. </p> <p>And where is Astaroth? Has he fled this world or is he biding his time, awaiting his next opportunity? </p> <p>In the Tapestry's fourth book, author-illustrator Henry H. Neff boldly raises the stakes in an epic tale of mankind's struggle to survive in a world now populated by demons and demigods and everything in between!</p>","Impyrium, Dragonwatch, Unsouled, He Who Fights with Monsters: A LitRPG Adventure, Elizabeth's Legacy, Slathbog's Gold, The Ruins of Gorlan, Eragon, The Battlemage, The Lightning Thief, Fated, Solo Leveling, Vol. 1 (Novel), The White Tower, Sky Raiders, Shade's First Rule: A Fantasy LitRPG Adventure, The Choice of Magic, Magic Required, The Paladin Prophecy",https://audible.com/pd/B00AYGYEU2?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/reco/006366/bk_reco_006366_sample.mp3,https://www.audible.com/webplayer?asin=B00AYGYEU2,https://m.media-amazon.com/images/I/61SRH+gA3zL._SL500_.jpg,https://www.goodreads.com/search?q=Henry%20H.%20Neff%20-%20The%20Maelstrom%3A%20Book%20Four%20of%20The%20Tapestry
135,"The Accidental Vampire: Argeneau Vampires, Book 7",The Accidental Vampire,Argeneau Vampires (book 7),7,"Ever since an accident turned her into a knockout vamp, Elvi Black's been catching her z's in a coffin, staying out of the sun, and giving up garlic....",Lynsay Sands,Victoria McGee,"Horror, Supernatural, Paranormal, Urban",Literature & Fiction > Horror,Literature & Fiction,Horror,"10h 35m ",Finished,2009-11-03,HarperAudio,,4.5,937,,Unabridged Audiobook,English,available,,,,true,,,B0035HC5Y4,,,"Ever since an accident turned her into a knockout vamp, Elvi Black's been catching her z's in a coffin, staying out of the sun, and giving up garlic. She knows there's more to being undead than what she saw in <i>Dracula</i>, but she can't very well ask her mortal friends about proper biting etiquette. <p>But when her neighbors placed a personal ad for her in the local paper, she never imagined she'd meet Victor Argeneau, a vampire who could have his pick of any woman - dead or alive. Rich, powerful, and drop-dead gorgeous, Victor's the perfect man for a novice neck-biter like Elvi. He's willing to teach her everything he knows, but he'll have to do it fast. Someone's out to put a stake through her new vamp life, and only Victor can keep her safe - and satisfied - for all eternity.</p>","Vampires Are Forever, How To Marry a Millionaire Vampire, The Eternal Highlander, The Loving Daylights, The Hellion and the Highlander, The Countess, Dark Tarot, What She Wants, Daddy Biker Bear, The Lasaran, Shadow Rider, First Drop of Crimson, Darkness Dawns, Dracula [Audible Edition], The Girl with the Dragon Tattoo, 11-22-63, Six of Crows, Twilight",https://audible.com/pd/B0035HC5Y4?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/harp/002050/bk_harp_002050_sample.mp3,https://www.audible.com/webplayer?asin=B0035HC5Y4,https://m.media-amazon.com/images/I/51Sk7MaqwKL._SL500_.jpg,https://www.goodreads.com/search?q=Lynsay%20Sands%20-%20The%20Accidental%20Vampire
134,"Vampire, Interrupted: An Argeneau Novel, Book 9","Vampire, Interrupted",Argeneau Vampires (book 9),9,"After 700 years of life, Marguerite Argeneau finally has a career.....",Lynsay Sands,Victoria McGee,"Horror, Supernatural, Paranormal, Urban",Literature & Fiction > Horror,Literature & Fiction,Horror,10h 11m,,2009-12-29,HarperAudio,,4.5,961,,Unabridged Audiobook,English,available,,,,,,,B0030MT3GW,,,"<p>After 700 years of life, Marguerite Argeneau finally has a career. Well, the start of one, anyway. She's training to be a private investigator, and her first assignment is to find an immortal's mother. It seemed simple enough, until Marguerite wakes up one evening to find herself at the wrong end of a sword. Now she realizes she's in way over her head.</p> <p>Julius Notte wants to protect Marguerite, and not because someone just tried to take her head off. She doesn't know it yet, but she's his lifemate and he's determined to woo her. It's been over 500 years since he last courted a woman, but surely the techniques haven't changed. Now if only he can keep her alive--so to speak--so they can have that happily-ever-after.</p>","The Rogue Hunter, How To Marry a Millionaire Vampire, The Eternal Highlander, Hunting for a Highlander, The Switch, Lady Pirate, The Countess, Devil of the Highlands, The Loving Daylights, Dark Tarot, What She Wants, Daddy Biker Bear, The Lasaran, First Drop of Crimson, Shadow Rider, A Grave Girls’ Getaway, A Discovery of Witches, The Witness",https://audible.com/pd/B0030MT3GW?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/harp/002065/bk_harp_002065_sample.mp3,https://www.audible.com/webplayer?asin=B0030MT3GW,https://m.media-amazon.com/images/I/51eVQ15175L._SL500_.jpg,https://www.goodreads.com/search?q=Lynsay%20Sands%20-%20Vampire%2C%20Interrupted
133,"Rise of the Elgen: Michael Vey, Book 2",Rise of the Elgen,Michael Vey (book 2),2,"Michael must save his mother - and protect his powers - in the electric sequel to the number-one New York Times best-selling Michael Vey, from Richard Paul Evans....",Richard Paul Evans,Fred Berman,"Children's Audiobooks, Action & Adventure, Thrillers & Suspense",Children's Audiobooks > Science Fiction & Fantasy,Children's Audiobooks,Science Fiction & Fantasy,9h 40m,,2012-08-14,Simon & Schuster Audio/Mercury Ink,,4.7,2111,,Unabridged Audiobook,English,available,,,,,,,B008TW5IV2,,,"<p>Michael must save his mother - and protect his powers - in the electric sequel to the number-one <i>New York Times</i> best-selling <i>Michael Vey,</i> from Richard Paul Evans. </p> <p>Michael was born with special electrical powers - and he’s not the only one. His friend Taylor has them too, and so do other kids around the world. With Michael’s friend Ostin, a techno-genius, they form the Electroclan, an alliance meant to protect them from a powerful group, the growing Order of Elgen, who are out to destroy them. The leader of the Elgen, Dr. Hatch, has kidnapped Michael’s mother, and time is running out. </p> <p>After narrowly escaping an Elgen trap, Ostin’s discovery of bizarre “rat fires” in South America leads the gang to the jungles of Peru, where the Electroclan meets new, powerful foes and faces their greatest challenge yet as Michael learns the extent of the Elgen’s rise in power - and the truth of their plan to “restructure” the world.</p>","Battle of the Ampere, Dragonwatch, Seeds of Rebellion, The Ruins of Gorlan, The Lightning Thief, Sky Raiders, Steelheart, The Trials of Apollo, Book One: The Hidden Oracle, Instinct, Harry Potter and the Sorcerer's Stone, Book 1, The Candy Shop War, Slathbog's Gold, The Lost Heir, I Am Number Four, Firestarter, The Green Ember, Magyk, The Mysterious Benedict Society",https://audible.com/pd/B008TW5IV2?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/sans/005978/bk_sans_005978_sample.mp3,https://www.audible.com/webplayer?asin=B008TW5IV2,https://m.media-amazon.com/images/I/6199fjsec2L._SL500_.jpg,https://www.goodreads.com/search?q=Richard%20Paul%20Evans%20-%20Rise%20of%20the%20Elgen
